"ENSG","padj","gene"
"ENSG00000050393",NA,"MCUR1"
"ENSG00000050405",NA,"LIMA1"
"ENSG00000050426",NA,"LETMD1"
"ENSG00000050438",NA,"SLC4A8"
"ENSG00000050555",NA,"LAMC3"
"ENSG00000050628",NA,"PTGER3"
"ENSG00000050730",NA,"TNIP3"
"ENSG00000050748",NA,"MAPK9"
"ENSG00000050767",NA,"COL23A1"
"ENSG00000050820",NA,"BCAR1"
"ENSG00000051009",NA,"FAM160A2"
"ENSG00000051108",NA,"HERPUD1"
"ENSG00000051128",NA,"HOMER3"
"ENSG00000051180",NA,"RAD51"
"ENSG00000051341",NA,"POLQ"
"ENSG00000051382",NA,"PIK3CB"
"ENSG00000051523",NA,"CYBA"
"ENSG00000051596",NA,"THOC3"
"ENSG00000051620",NA,"HEBP2"
"ENSG00000051825",NA,"MPHOSPH9"
"ENSG00000052126",NA,"PLEKHA5"
"ENSG00000052344",NA,"PRSS8"
"ENSG00000052723",NA,"SIKE1"
"ENSG00000052749",NA,"RRP12"
"ENSG00000052795",NA,"FNIP2"
"ENSG00000052802",NA,"MSMO1"
"ENSG00000052841",NA,"TTC17"
"ENSG00000052850",NA,"ALX4"
"ENSG00000053108",NA,"FSTL4"
"ENSG00000053254",NA,"FOXN3"
"ENSG00000053371",NA,"AKR7A2"
"ENSG00000053372",NA,"MRTO4"
"ENSG00000053438",NA,"NNAT"
"ENSG00000053501",NA,"USE1"
"ENSG00000053524",NA,"MCF2L2"
"ENSG00000053702",NA,"NRIP2"
"ENSG00000053747",NA,"LAMA3"
"ENSG00000053770",NA,"AP5M1"
"ENSG00000053900",NA,"ANAPC4"
"ENSG00000053918",NA,"KCNQ1"
"ENSG00000054116",NA,"TRAPPC3"
"ENSG00000054118",NA,"THRAP3"
"ENSG00000054148",NA,"PHPT1"
"ENSG00000054179",NA,"ENTPD2"
"ENSG00000054219",NA,"LY75"
"ENSG00000054267",NA,"ARID4B"
"ENSG00000054277",NA,"OPN3"
"ENSG00000054282",NA,"SDCCAG8"
"ENSG00000054356",NA,"PTPRN"
"ENSG00000054392",NA,"HHAT"
"ENSG00000054523",NA,"KIF1B"
"ENSG00000054598",NA,"FOXC1"
"ENSG00000054611",NA,"TBC1D22A"
"ENSG00000054654",NA,"SYNE2"
"ENSG00000054690",NA,"PLEKHH1"
"ENSG00000054793",NA,"ATP9A"
"ENSG00000054796",NA,"SPO11"
"ENSG00000054803",NA,"CBLN4"
"ENSG00000054938",NA,"CHRDL2"
"ENSG00000054965",NA,"FAM168A"
"ENSG00000054967",NA,"RELT"
"ENSG00000054983",NA,"GALC"
"ENSG00000055044",NA,"NOP58"
"ENSG00000055070",NA,"SZRD1"
"ENSG00000055118",NA,"KCNH2"
"ENSG00000055130",NA,"CUL1"
"ENSG00000055147",NA,"FAM114A2"
"ENSG00000055163",NA,"CYFIP2"
"ENSG00000055208",NA,"TAB2"
"ENSG00000055211",NA,"GINM1"
"ENSG00000055332",NA,"EIF2AK2"
"ENSG00000055483",NA,"USP36"
"ENSG00000055609",NA,"KMT2C"
"ENSG00000055732",NA,"MCOLN3"
"ENSG00000055813",NA,"CCDC85A"
"ENSG00000055917",NA,"PUM2"
"ENSG00000055950",NA,"MRPL43"
"ENSG00000055955",NA,"ITIH4"
"ENSG00000055957",NA,"ITIH1"
"ENSG00000056050",NA,"HPF1"
"ENSG00000056097",NA,"ZFR"
"ENSG00000056277",NA,"ZNF280C"
"ENSG00000056291",NA,"NPFFR2"
"ENSG00000056487",NA,"PHF21B"
"ENSG00000056558",NA,"TRAF1"
"ENSG00000056586",NA,"RC3H2"
"ENSG00000056736",NA,"IL17RB"
"ENSG00000056972",NA,"TRAF3IP2"
"ENSG00000056998",NA,"GYG2"
"ENSG00000057019",NA,"DCBLD2"
"ENSG00000057149",NA,"SERPINB3"
"ENSG00000057252",NA,"SOAT1"
"ENSG00000057294",NA,"PKP2"
"ENSG00000057468",NA,"MSH4"
"ENSG00000057593",NA,"F7"
"ENSG00000057608",NA,"GDI2"
"ENSG00000057657",NA,"PRDM1"
"ENSG00000057663",NA,"ATG5"
"ENSG00000057704",NA,"TMCC3"
"ENSG00000057757",NA,"PITHD1"
"ENSG00000057935",NA,"MTA3"
"ENSG00000058056",NA,"USP13"
"ENSG00000058063",NA,"ATP11B"
"ENSG00000058085",NA,"LAMC2"
"ENSG00000058091",NA,"CDK14"
"ENSG00000058262",NA,"SEC61A1"
"ENSG00000058272",NA,"PPP1R12A"
"ENSG00000058335",NA,"RASGRF1"
"ENSG00000058404",NA,"CAMK2B"
"ENSG00000058453",NA,"CROCC"
"ENSG00000058600",NA,"POLR3E"
"ENSG00000058668",NA,"ATP2B4"
"ENSG00000058673",NA,"ZC3H11A"
"ENSG00000058729",NA,"RIOK2"
"ENSG00000058799",NA,"YIPF1"
"ENSG00000058804",NA,"NDC1"
"ENSG00000058866",NA,"DGKG"
"ENSG00000059122",NA,"FLYWCH1"
"ENSG00000059145",NA,"UNKL"
"ENSG00000059377",NA,"TBXAS1"
"ENSG00000059378",NA,"PARP12"
"ENSG00000059573",NA,"ALDH18A1"
"ENSG00000059588",NA,"TARBP1"
"ENSG00000059691",NA,"GATB"
"ENSG00000059728",NA,"MXD1"
"ENSG00000059758",NA,"CDK17"
"ENSG00000059804",NA,"SLC2A3"
"ENSG00000059915",NA,"PSD"
"ENSG00000060069",NA,"CTDP1"
"ENSG00000060138",NA,"YBX3"
"ENSG00000060140",NA,"STYK1"
"ENSG00000060237",NA,"WNK1"
"ENSG00000060339",NA,"CCAR1"
"ENSG00000060491",NA,"OGFR"
"ENSG00000060558",NA,"GNA15"
"ENSG00000060566",NA,"CREB3L3"
"ENSG00000060642",NA,"PIGV"
"ENSG00000060656",NA,"PTPRU"
"ENSG00000060688",NA,"SNRNP40"
"ENSG00000060709",NA,"RIMBP2"
"ENSG00000060718",NA,"COL11A1"
"ENSG00000060749",NA,"QSER1"
"ENSG00000060762",NA,"MPC1"
"ENSG00000060971",NA,"ACAA1"
"ENSG00000060982",NA,"BCAT1"
"ENSG00000061273",NA,"HDAC7"
"ENSG00000061337",NA,"LZTS1"
"ENSG00000061455",NA,"PRDM6"
"ENSG00000061492",NA,"WNT8A"
"ENSG00000061656",NA,"SPAG4"
"ENSG00000061676",NA,"NCKAP1"
"ENSG00000061794",NA,"MRPS35"
"ENSG00000061918",NA,"GUCY1B1"
"ENSG00000061936",NA,"SFSWAP"
"ENSG00000061938",NA,"TNK2"
"ENSG00000061987",NA,"MON2"
"ENSG00000062038",NA,"CDH3"
"ENSG00000062096",NA,"ARSF"
"ENSG00000062194",NA,"GPBP1"
"ENSG00000062282",NA,"DGAT2"
"ENSG00000062370",NA,"ZNF112"
"ENSG00000062485",NA,"CS"
"ENSG00000062524",NA,"LTK"
"ENSG00000062582",NA,"MRPS24"
"ENSG00000062598",NA,"ELMO2"
"ENSG00000062650",NA,"WAPL"
"ENSG00000062716",NA,"VMP1"
"ENSG00000062725",NA,"APPBP2"
"ENSG00000062822",NA,"POLD1"
"ENSG00000063015",NA,"SEZ6"
"ENSG00000063046",NA,"EIF4B"
"ENSG00000063169",NA,"BICRA"
"ENSG00000063176",NA,"SPHK2"
"ENSG00000063177",NA,"RPL18"
"ENSG00000063180",NA,"CA11"
"ENSG00000063241",NA,"ISOC2"
"ENSG00000063244",NA,"U2AF2"
"ENSG00000063245",NA,"EPN1"
"ENSG00000063322",NA,"MED29"
"ENSG00000063438",NA,"AHRR"
"ENSG00000063515",NA,"GSC2"
"ENSG00000063587",NA,"ZNF275"
"ENSG00000063601",NA,"MTMR1"
"ENSG00000063660",NA,"GPC1"
"ENSG00000063761",NA,"ADCK1"
"ENSG00000063854",NA,"HAGH"
"ENSG00000063978",NA,"RNF4"
"ENSG00000064012",NA,"CASP8"
"ENSG00000064042",NA,"LIMCH1"
"ENSG00000064102",NA,"INTS13"
"ENSG00000064115",NA,"TM7SF3"
"ENSG00000064195",NA,"DLX3"
"ENSG00000064199",NA,"SPA17"
"ENSG00000064201",NA,"TSPAN32"
"ENSG00000064205",NA,"CCN5"
"ENSG00000064218",NA,"DMRT3"
"ENSG00000064225",NA,"ST3GAL6"
"ENSG00000064270",NA,"ATP2C2"
"ENSG00000064300",NA,"NGFR"
"ENSG00000064309",NA,"CDON"
"ENSG00000064313",NA,"TAF2"
"ENSG00000064393",NA,"HIPK2"
"ENSG00000064419",NA,"TNPO3"
"ENSG00000064489",NA,"BORCS8-MEF2B"
"ENSG00000064490",NA,"RFXANK"
"ENSG00000064545",NA,"TMEM161A"
"ENSG00000064547",NA,"LPAR2"
"ENSG00000064601",NA,"CTSA"
"ENSG00000064607",NA,"SUGP2"
"ENSG00000064651",NA,"SLC12A2"
"ENSG00000064652",NA,"SNX24"
"ENSG00000064655",NA,"EYA2"
"ENSG00000064666",NA,"CNN2"
"ENSG00000064687",NA,"ABCA7"
"ENSG00000064692",NA,"SNCAIP"
"ENSG00000064703",NA,"DDX20"
"ENSG00000064726",NA,"BTBD1"
"ENSG00000064763",NA,"FAR2"
"ENSG00000064787",NA,"BCAS1"
"ENSG00000064835",NA,"POU1F1"
"ENSG00000064886",NA,"CHI3L2"
"ENSG00000064932",NA,"SBNO2"
"ENSG00000064933",NA,"PMS1"
"ENSG00000064961",NA,"HMG20B"
"ENSG00000064989",NA,"CALCRL"
"ENSG00000064995",NA,"TAF11"
"ENSG00000064999",NA,"ANKS1A"
"ENSG00000065000",NA,"AP3D1"
"ENSG00000065029",NA,"ZNF76"
"ENSG00000065054",NA,"SLC9A3R2"
"ENSG00000065057",NA,"NTHL1"
"ENSG00000065060",NA,"UHRF1BP1"
"ENSG00000065135",NA,"GNAI3"
"ENSG00000065150",NA,"IPO5"
"ENSG00000065154",NA,"OAT"
"ENSG00000065183",NA,"WDR3"
"ENSG00000065243",NA,"PKN2"
"ENSG00000065268",NA,"WDR18"
"ENSG00000065308",NA,"TRAM2"
"ENSG00000065320",NA,"NTN1"
"ENSG00000065325",NA,"GLP2R"
"ENSG00000065328",NA,"MCM10"
"ENSG00000065357",NA,"DGKA"
"ENSG00000065361",NA,"ERBB3"
"ENSG00000065371",NA,"ROPN1"
"ENSG00000065413",NA,"ANKRD44"
"ENSG00000065427",NA,"KARS"
"ENSG00000065457",NA,"ADAT1"
"ENSG00000065485",NA,"PDIA5"
"ENSG00000065491",NA,"TBC1D22B"
"ENSG00000065518",NA,"NDUFB4"
"ENSG00000065526",NA,"SPEN"
"ENSG00000065534",NA,"MYLK"
"ENSG00000065548",NA,"ZC3H15"
"ENSG00000065559",NA,"MAP2K4"
"ENSG00000065600",NA,"TMEM206"
"ENSG00000065609",NA,"SNAP91"
"ENSG00000065613",NA,"SLK"
"ENSG00000065615",NA,"CYB5R4"
"ENSG00000065618",NA,"COL17A1"
"ENSG00000065621",NA,"GSTO2"
"ENSG00000065665",NA,"SEC61A2"
"ENSG00000065675",NA,"PRKCQ"
"ENSG00000065717",NA,"TLE2"
"ENSG00000065802",NA,"ASB1"
"ENSG00000065833",NA,"ME1"
"ENSG00000065882",NA,"TBC1D1"
"ENSG00000065883",NA,"CDK13"
"ENSG00000065911",NA,"MTHFD2"
"ENSG00000065923",NA,"SLC9A7"
"ENSG00000065970",NA,"FOXJ2"
"ENSG00000065978",NA,"YBX1"
"ENSG00000065989",NA,"AC011529.1"
"ENSG00000066027",NA,"PPP2R5A"
"ENSG00000066032",NA,"CTNNA2"
"ENSG00000066044",NA,"ELAVL1"
"ENSG00000066056",NA,"TIE1"
"ENSG00000066084",NA,"DIP2B"
"ENSG00000066117",NA,"SMARCD1"
"ENSG00000066135",NA,"KDM4A"
"ENSG00000066136",NA,"NFYC"
"ENSG00000066185",NA,"ZMYND12"
"ENSG00000066230",NA,"SLC9A3"
"ENSG00000066248",NA,"NGEF"
"ENSG00000066279",NA,"ASPM"
"ENSG00000066294",NA,"CD84"
"ENSG00000066322",NA,"ELOVL1"
"ENSG00000066336",NA,"SPI1"
"ENSG00000066379",NA,"ZNRD1"
"ENSG00000066382",NA,"MPPED2"
"ENSG00000066405",NA,"CLDN18"
"ENSG00000066422",NA,"ZBTB11"
"ENSG00000066427",NA,"ATXN3"
"ENSG00000066455",NA,"GOLGA5"
"ENSG00000066468",NA,"FGFR2"
"ENSG00000066557",NA,"LRRC40"
"ENSG00000066583",NA,"ISOC1"
"ENSG00000066629",NA,"EML1"
"ENSG00000066651",NA,"TRMT11"
"ENSG00000066654",NA,"THUMPD1"
"ENSG00000066697",NA,"MSANTD3"
"ENSG00000066735",NA,"KIF26A"
"ENSG00000066739",NA,"ATG2B"
"ENSG00000066777",NA,"ARFGEF1"
"ENSG00000066813",NA,"ACSM2B"
"ENSG00000066827",NA,"ZFAT"
"ENSG00000066855",NA,"MTFR1"
"ENSG00000066923",NA,"STAG3"
"ENSG00000066926",NA,"FECH"
"ENSG00000066933",NA,"MYO9A"
"ENSG00000067048",NA,"DDX3Y"
"ENSG00000067057",NA,"PFKP"
"ENSG00000067064",NA,"IDI1"
"ENSG00000067066",NA,"SP100"
"ENSG00000067082",NA,"KLF6"
"ENSG00000067113",NA,"PLPP1"
"ENSG00000067141",NA,"NEO1"
"ENSG00000067167",NA,"TRAM1"
"ENSG00000067177",NA,"PHKA1"
"ENSG00000067182",NA,"TNFRSF1A"
"ENSG00000067191",NA,"CACNB1"
"ENSG00000067208",NA,"EVI5"
"ENSG00000067221",NA,"STOML1"
"ENSG00000067225",NA,"PKM"
"ENSG00000067248",NA,"DHX29"
"ENSG00000067334",NA,"DNTTIP2"
"ENSG00000067365",NA,"METTL22"
"ENSG00000067369",NA,"TP53BP1"
"ENSG00000067445",NA,"TRO"
"ENSG00000067533",NA,"RRP15"
"ENSG00000067560",NA,"RHOA"
"ENSG00000067596",NA,"DHX8"
"ENSG00000067606",NA,"PRKCZ"
"ENSG00000067646",NA,"ZFY"
"ENSG00000067704",NA,"IARS2"
"ENSG00000067715",NA,"SYT1"
"ENSG00000067798",NA,"NAV3"
"ENSG00000067829",NA,"IDH3G"
"ENSG00000067836",NA,"ROGDI"
"ENSG00000067840",NA,"PDZD4"
"ENSG00000067842",NA,"ATP2B3"
"ENSG00000067900",NA,"ROCK1"
"ENSG00000067955",NA,"CBFB"
"ENSG00000067992",NA,"PDK3"
"ENSG00000068001",NA,"HYAL2"
"ENSG00000068024",NA,"HDAC4"
"ENSG00000068028",NA,"RASSF1"
"ENSG00000068078",NA,"FGFR3"
"ENSG00000068079",NA,"IFI35"
"ENSG00000068097",NA,"HEATR6"
"ENSG00000068120",NA,"COASY"
"ENSG00000068305",NA,"MEF2A"
"ENSG00000068308",NA,"OTUD5"
"ENSG00000068323",NA,"TFE3"
"ENSG00000068354",NA,"TBC1D25"
"ENSG00000068366",NA,"ACSL4"
"ENSG00000068383",NA,"INPP5A"
"ENSG00000068394",NA,"GPKOW"
"ENSG00000068400",NA,"GRIPAP1"
"ENSG00000068438",NA,"FTSJ1"
"ENSG00000068489",NA,"PRR11"
"ENSG00000068615",NA,"REEP1"
"ENSG00000068650",NA,"ATP11A"
"ENSG00000068654",NA,"POLR1A"
"ENSG00000068697",NA,"LAPTM4A"
"ENSG00000068724",NA,"TTC7A"
"ENSG00000068745",NA,"IP6K2"
"ENSG00000068781",NA,"STON1-GTF2A1L"
"ENSG00000068784",NA,"SRBD1"
"ENSG00000068796",NA,"KIF2A"
"ENSG00000068831",NA,"RASGRP2"
"ENSG00000068878",NA,"PSME4"
"ENSG00000068885",NA,"IFT80"
"ENSG00000068903",NA,"SIRT2"
"ENSG00000068912",NA,"ERLEC1"
"ENSG00000068971",NA,"PPP2R5B"
"ENSG00000068976",NA,"PYGM"
"ENSG00000068985",NA,"PAGE1"
"ENSG00000069011",NA,"PITX1"
"ENSG00000069018",NA,"TRPC7"
"ENSG00000069020",NA,"MAST4"
"ENSG00000069122",NA,"ADGRF5"
"ENSG00000069188",NA,"SDK2"
"ENSG00000069248",NA,"NUP133"
"ENSG00000069275",NA,"NUCKS1"
"ENSG00000069329",NA,"VPS35"
"ENSG00000069345",NA,"DNAJA2"
"ENSG00000069399",NA,"BCL3"
"ENSG00000069424",NA,"KCNAB2"
"ENSG00000069431",NA,"ABCC9"
"ENSG00000069482",NA,"GAL"
"ENSG00000069493",NA,"CLEC2D"
"ENSG00000069509",NA,"FUNDC1"
"ENSG00000069535",NA,"MAOB"
"ENSG00000069667",NA,"RORA"
"ENSG00000069696",NA,"DRD4"
"ENSG00000069702",NA,"TGFBR3"
"ENSG00000069764",NA,"PLA2G10"
"ENSG00000069849",NA,"ATP1B3"
"ENSG00000069869",NA,"NEDD4"
"ENSG00000069943",NA,"PIGB"
"ENSG00000069956",NA,"MAPK6"
"ENSG00000069966",NA,"GNB5"
"ENSG00000069974",NA,"RAB27A"
"ENSG00000069998",NA,"HDHD5"
"ENSG00000070010",NA,"UFD1"
"ENSG00000070018",NA,"LRP6"
"ENSG00000070019",NA,"GUCY2C"
"ENSG00000070031",NA,"SCT"
"ENSG00000070047",NA,"PHRF1"
"ENSG00000070061",NA,"ELP1"
"ENSG00000070081",NA,"NUCB2"
"ENSG00000070087",NA,"PFN2"
"ENSG00000070159",NA,"PTPN3"
"ENSG00000070182",NA,"SPTB"
"ENSG00000070190",NA,"DAPP1"
"ENSG00000070193",NA,"FGF10"
"ENSG00000070214",NA,"SLC44A1"
"ENSG00000070366",NA,"SMG6"
"ENSG00000070367",NA,"EXOC5"
"ENSG00000070371",NA,"CLTCL1"
"ENSG00000070388",NA,"FGF22"
"ENSG00000070404",NA,"FSTL3"
"ENSG00000070413",NA,"DGCR2"
"ENSG00000070423",NA,"RNF126"
"ENSG00000070444",NA,"MNT"
"ENSG00000070476",NA,"ZXDC"
"ENSG00000070495",NA,"JMJD6"
"ENSG00000070501",NA,"POLB"
"ENSG00000070526",NA,"ST6GALNAC1"
"ENSG00000070540",NA,"WIPI1"
"ENSG00000070601",NA,"FRMPD1"
"ENSG00000070610",NA,"GBA2"
"ENSG00000070614",NA,"NDST1"
"ENSG00000070669",NA,"ASNS"
"ENSG00000070718",NA,"AP3M2"
"ENSG00000070729",NA,"CNGB1"
"ENSG00000070731",NA,"ST6GALNAC2"
"ENSG00000070748",NA,"CHAT"
"ENSG00000070756",NA,"PABPC1"
"ENSG00000070759",NA,"TESK2"
"ENSG00000070761",NA,"CFAP20"
"ENSG00000070770",NA,"CSNK2A2"
"ENSG00000070778",NA,"AL162171.1"
"ENSG00000070785",NA,"EIF2B3"
"ENSG00000070808",NA,"CAMK2A"
"ENSG00000070814",NA,"TCOF1"
"ENSG00000070831",NA,"CDC42"
"ENSG00000070882",NA,"OSBPL3"
"ENSG00000070886",NA,"EPHA8"
"ENSG00000070915",NA,"SLC12A3"
"ENSG00000070950",NA,"RAD18"
"ENSG00000070961",NA,"ATP2B1"
"ENSG00000070985",NA,"TRPM5"
"ENSG00000071051",NA,"NCK2"
"ENSG00000071054",NA,"MAP4K4"
"ENSG00000071073",NA,"MGAT4A"
"ENSG00000071082",NA,"RPL31"
"ENSG00000071127",NA,"WDR1"
"ENSG00000071189",NA,"SNX13"
"ENSG00000071203",NA,"AP001034.1"
"ENSG00000071205",NA,"ARHGAP10"
"ENSG00000071242",NA,"RPS6KA2"
"ENSG00000071243",NA,"ING3"
"ENSG00000071246",NA,"VASH1"
"ENSG00000071282",NA,"LMCD1"
"ENSG00000071462",NA,"BUD23"
"ENSG00000071537",NA,"SEL1L"
"ENSG00000071539",NA,"TRIP13"
"ENSG00000071553",NA,"ATP6AP1"
"ENSG00000071564",NA,"TCF3"
"ENSG00000071575",NA,"TRIB2"
"ENSG00000071626",NA,"DAZAP1"
"ENSG00000071655",NA,"MBD3"
"ENSG00000071677",NA,"PRLH"
"ENSG00000071794",NA,"HLTF"
"ENSG00000071859",NA,"FAM50A"
"ENSG00000071889",NA,"FAM3A"
"ENSG00000071894",NA,"CPSF1"
"ENSG00000071909",NA,"MYO3B"
"ENSG00000071967",NA,"CYBRD1"
"ENSG00000071991",NA,"CDH19"
"ENSG00000071994",NA,"PDCD2"
"ENSG00000072041",NA,"SLC6A15"
"ENSG00000072042",NA,"RDH11"
"ENSG00000072062",NA,"PRKACA"
"ENSG00000072071",NA,"ADGRL1"
"ENSG00000072080",NA,"SPP2"
"ENSG00000072110",NA,"ACTN1"
"ENSG00000072121",NA,"ZFYVE26"
"ENSG00000072133",NA,"RPS6KA6"
"ENSG00000072134",NA,"EPN2"
"ENSG00000072135",NA,"PTPN18"
"ENSG00000072163",NA,"LIMS2"
"ENSG00000072182",NA,"ASIC4"
"ENSG00000072195",NA,"SPEG"
"ENSG00000072201",NA,"LNX1"
"ENSG00000072210",NA,"ALDH3A2"
"ENSG00000072274",NA,"TFRC"
"ENSG00000072310",NA,"SREBF1"
"ENSG00000072315",NA,"TRPC5"
"ENSG00000072364",NA,"AFF4"
"ENSG00000072401",NA,"UBE2D1"
"ENSG00000072415",NA,"MPP5"
"ENSG00000072422",NA,"RHOBTB1"
"ENSG00000072501",NA,"SMC1A"
"ENSG00000072506",NA,"HSD17B10"
"ENSG00000072518",NA,"MARK2"
"ENSG00000072571",NA,"HMMR"
"ENSG00000072609",NA,"CHFR"
"ENSG00000072657",NA,"TRHDE"
"ENSG00000072682",NA,"P4HA2"
"ENSG00000072694",NA,"FCGR2B"
"ENSG00000072736",NA,"NFATC3"
"ENSG00000072756",NA,"TRNT1"
"ENSG00000072778",NA,"ACADVL"
"ENSG00000072786",NA,"STK10"
"ENSG00000072803",NA,"FBXW11"
"ENSG00000072818",NA,"ACAP1"
"ENSG00000072832",NA,"CRMP1"
"ENSG00000072840",NA,"EVC"
"ENSG00000072849",NA,"DERL2"
"ENSG00000072864",NA,"NDE1"
"ENSG00000072952",NA,"MRVI1"
"ENSG00000072954",NA,"TMEM38A"
"ENSG00000072958",NA,"AP1M1"
"ENSG00000073008",NA,"PVR"
"ENSG00000073050",NA,"XRCC1"
"ENSG00000073060",NA,"SCARB1"
"ENSG00000073067",NA,"CYP2W1"
"ENSG00000073111",NA,"MCM2"
"ENSG00000073146",NA,"MOV10L1"
"ENSG00000073150",NA,"PANX2"
"ENSG00000073169",NA,"SELENOO"
"ENSG00000073282",NA,"TP63"
"ENSG00000073331",NA,"ALPK1"
"ENSG00000073350",NA,"LLGL2"
"ENSG00000073417",NA,"PDE8A"
"ENSG00000073536",NA,"NLE1"
"ENSG00000073578",NA,"SDHA"
"ENSG00000073584",NA,"SMARCE1"
"ENSG00000073598",NA,"FNDC8"
"ENSG00000073605",NA,"GSDMB"
"ENSG00000073614",NA,"KDM5A"
"ENSG00000073670",NA,"ADAM11"
"ENSG00000073711",NA,"PPP2R3A"
"ENSG00000073712",NA,"FERMT2"
"ENSG00000073734",NA,"ABCB11"
"ENSG00000073737",NA,"DHRS9"
"ENSG00000073756",NA,"PTGS2"
"ENSG00000073792",NA,"IGF2BP2"
"ENSG00000073803",NA,"MAP3K13"
"ENSG00000073849",NA,"ST6GAL1"
"ENSG00000073861",NA,"TBX21"
"ENSG00000073910",NA,"FRY"
"ENSG00000073921",NA,"PICALM"
"ENSG00000073969",NA,"NSF"
"ENSG00000074047",NA,"GLI2"
"ENSG00000074054",NA,"CLASP1"
"ENSG00000074071",NA,"MRPS34"
"ENSG00000074181",NA,"NOTCH3"
"ENSG00000074201",NA,"CLNS1A"
"ENSG00000074211",NA,"PPP2R2C"
"ENSG00000074219",NA,"TEAD2"
"ENSG00000074266",NA,"EED"
"ENSG00000074276",NA,"CDHR2"
"ENSG00000074317",NA,"SNCB"
"ENSG00000074319",NA,"TSG101"
"ENSG00000074356",NA,"NCBP3"
"ENSG00000074370",NA,"ATP2A3"
"ENSG00000074410",NA,"CA12"
"ENSG00000074416",NA,"MGLL"
"ENSG00000074527",NA,"NTN4"
"ENSG00000074582",NA,"BCS1L"
"ENSG00000074590",NA,"NUAK1"
"ENSG00000074603",NA,"DPP8"
"ENSG00000074621",NA,"SLC24A1"
"ENSG00000074657",NA,"ZNF532"
"ENSG00000074660",NA,"SCARF1"
"ENSG00000074695",NA,"LMAN1"
"ENSG00000074696",NA,"HACD3"
"ENSG00000074706",NA,"IPCEF1"
"ENSG00000074755",NA,"ZZEF1"
"ENSG00000074771",NA,"NOX3"
"ENSG00000074800",NA,"ENO1"
"ENSG00000074803",NA,"SLC12A1"
"ENSG00000074842",NA,"MYDGF"
"ENSG00000074855",NA,"ANO8"
"ENSG00000074935",NA,"TUBE1"
"ENSG00000074964",NA,"ARHGEF10L"
"ENSG00000074966",NA,"TXK"
"ENSG00000075043",NA,"KCNQ2"
"ENSG00000075073",NA,"TACR2"
"ENSG00000075089",NA,"ACTR6"
"ENSG00000075131",NA,"TIPIN"
"ENSG00000075142",NA,"SRI"
"ENSG00000075151",NA,"EIF4G3"
"ENSG00000075188",NA,"NUP37"
"ENSG00000075213",NA,"SEMA3A"
"ENSG00000075218",NA,"GTSE1"
"ENSG00000075223",NA,"SEMA3C"
"ENSG00000075234",NA,"TTC38"
"ENSG00000075239",NA,"ACAT1"
"ENSG00000075240",NA,"GRAMD4"
"ENSG00000075275",NA,"CELSR1"
"ENSG00000075290",NA,"WNT8B"
"ENSG00000075292",NA,"ZNF638"
"ENSG00000075303",NA,"SLC25A40"
"ENSG00000075336",NA,"TIMM21"
"ENSG00000075340",NA,"ADD2"
"ENSG00000075388",NA,"FGF4"
"ENSG00000075391",NA,"RASAL2"
"ENSG00000075399",NA,"VPS9D1"
"ENSG00000075407",NA,"ZNF37A"
"ENSG00000075413",NA,"MARK3"
"ENSG00000075415",NA,"SLC25A3"
"ENSG00000075420",NA,"FNDC3B"
"ENSG00000075426",NA,"FOSL2"
"ENSG00000075429",NA,"CACNG5"
"ENSG00000075461",NA,"CACNG4"
"ENSG00000075539",NA,"FRYL"
"ENSG00000075568",NA,"TMEM131"
"ENSG00000075618",NA,"FSCN1"
"ENSG00000075624",NA,"ACTB"
"ENSG00000075643",NA,"MOCOS"
"ENSG00000075651",NA,"PLD1"
"ENSG00000075673",NA,"ATP12A"
"ENSG00000075702",NA,"WDR62"
"ENSG00000075711",NA,"DLG1"
"ENSG00000075785",NA,"RAB7A"
"ENSG00000075790",NA,"BCAP29"
"ENSG00000075826",NA,"SEC31B"
"ENSG00000075856",NA,"SART3"
"ENSG00000075884",NA,"ARHGAP15"
"ENSG00000075886",NA,"TUBA3D"
"ENSG00000075891",NA,"PAX2"
"ENSG00000075914",NA,"EXOSC7"
"ENSG00000075945",NA,"KIFAP3"
"ENSG00000075975",NA,"MKRN2"
"ENSG00000076003",NA,"MCM6"
"ENSG00000076043",NA,"REXO2"
"ENSG00000076053",NA,"RBM7"
"ENSG00000076067",NA,"RBMS2"
"ENSG00000076108",NA,"BAZ2A"
"ENSG00000076201",NA,"PTPN23"
"ENSG00000076242",NA,"MLH1"
"ENSG00000076248",NA,"UNG"
"ENSG00000076258",NA,"FMO4"
"ENSG00000076321",NA,"KLHL20"
"ENSG00000076344",NA,"RGS11"
"ENSG00000076351",NA,"SLC46A1"
"ENSG00000076356",NA,"PLXNA2"
"ENSG00000076382",NA,"SPAG5"
"ENSG00000076513",NA,"ANKRD13A"
"ENSG00000076554",NA,"TPD52"
"ENSG00000076555",NA,"ACACB"
"ENSG00000076604",NA,"TRAF4"
"ENSG00000076641",NA,"PAG1"
"ENSG00000076650",NA,"GPATCH1"
"ENSG00000076662",NA,"ICAM3"
"ENSG00000076685",NA,"NT5C2"
"ENSG00000076706",NA,"AP002956.1"
"ENSG00000076716",NA,"GPC4"
"ENSG00000076770",NA,"MBNL3"
"ENSG00000076826",NA,"CAMSAP3"
"ENSG00000076864",NA,"RAP1GAP"
"ENSG00000076924",NA,"XAB2"
"ENSG00000076928",NA,"ARHGEF1"
